"","firstname","count","taux_sm","taux_ab","taux_b","taux_tb","taux_fel"
"559","Alanis",3,0,0,0,0.666666666666667,0.333333333333333
"560","Alann",10,0.2,0.5,0,0.3,0
"561","Alanna",1,0,1,0,0,0
"562","Alannah",4,0,0,0.75,0,0.25
"563","Alaoui",9,0.111111111111111,0.222222222222222,0.444444444444444,0.222222222222222,0
"564","Alara",1,0,0,1,0,0
"565","Alarcon",1,1,0,0,0,0
"566","Alaric",2,0.5,0,0.5,0,0
"567","Alassane",4,0.5,0,0.5,0,0
"568","Alastrina",1,0,0,1,0,0
"569","Alatini",1,0,0,1,0,0
"570","Alaux",1,1,0,0,0,0
"571","Alayat",1,0,0,0,1,0
"572","Alayna",1,0,1,0,0,0
"573","Alaé-Maria",1,1,0,0,0,0
"574","Alaëddine",1,0,0,0,0,1
"575","Alaïs",25,0.16,0.2,0.2,0.12,0.32
"576","Alaïsse",1,1,0,0,0,0
"577","Alaÿs",1,0,0,1,0,0
"578","Alba",3,0,0,0,0.333333333333333,0.666666666666667
"579","Albac",1,0,0,0,1,0
"580","Albalhaa",1,1,0,0,0,0
"581","Albamira",1,0,0,0,1,0
"582","Alban",163,0.0858895705521472,0.165644171779141,0.404907975460123,0.190184049079755,0.153374233128834
"583","Albane",97,0.0103092783505155,0.11340206185567,0.185567010309278,0.319587628865979,0.371134020618557
"584","Albanne",2,0,0.5,0,0.5,0
"585","Alberca",1,0,0,0,0,1
"586","Albert",15,0.2,0.266666666666667,0.133333333333333,0.133333333333333,0.266666666666667
"587","Albert-Joseph",1,0,1,0,0,0
"588","Albertine",1,0,0,0,1,0
"589","Alberto",1,0,0,0,1,0
"590","Albesa",2,0,0.5,0.5,0,0
"591","Albie",1,0,0,1,0,0
"592","Albin",52,0.115384615384615,0.173076923076923,0.307692307692308,0.307692307692308,0.0961538461538462
"593","Albina",2,0,0,1,0,0
"594","Albine",1,0,0,1,0,0
"595","Albino",1,0,1,0,0,0
"596","Albiona",2,0,0,1,0,0
"597","Albon",2,0,0,1,0,0
"598","Albouy",2,0,0.5,0.5,0,0
"599","Albéric",2,0,0,0.5,0,0.5
"600","Alcaine",1,0,1,0,0,0
"601","Alcala",1,0,0,1,0,0
"602","Alceste",1,0,0,0,1,0
"603","Alcide",1,0,0,0,1,0
"604","Aldar",2,0,0,1,0,0
"605","Aldarir",1,1,0,0,0,0
"606","Aldea",1,0,0,0,1,0
"607","Aldigier",1,0,0,0,1,0
"608","Aldiyana",1,0,0,1,0,0
"609","Aldo",2,1,0,0,0,0
"610","Aldric",4,0,0.25,0.75,0,0
"611","Aldrick",1,0,1,0,0,0
"612","Aldéric",1,0,1,0,0,0
"613","Aleah",1,0,1,0,0,0
"614","Aleandro",3,0,0.666666666666667,0.333333333333333,0,0
"615","Aleaume",2,0,0.5,0,0.5,0
"616","Alec",9,0,0.111111111111111,0.777777777777778,0.111111111111111,0
"617","Aleck",2,0,0.5,0.5,0,0
"618","Alecsy",1,1,0,0,0,0
"619","Aleese",1,0,0,1,0,0
"620","Aleesha",1,0,0,1,0,0
"621","Alef",1,0,1,0,0,0
"622","Alega",1,0,0,1,0,0
"623","Aleixo",1,0,0,1,0,0
"624","Alejandro",2,0,0,0.5,0.5,0
"625","Alek",3,0.666666666666667,0,0,0.333333333333333,0
"626","Aleksandar",4,0,0,0.25,0.5,0.25
"627","Aleksander",1,1,0,0,0,0
"628","Aleksandr",1,0,0,0,1,0
"629","Aleksandra",3,0,0,0,0.333333333333333,0.666666666666667
"630","Aleksandrina",1,0,1,0,0,0
"631","Aleksej",1,0,0,0,0,1
"632","Alem",1,0,0,1,0,0
"633","Alen",3,0,0.333333333333333,0.666666666666667,0,0
"634","Alena",1,0,1,0,0,0
"635","Alenna",1,0,0,1,0,0
"636","Alenzo",3,0,0.333333333333333,0.666666666666667,0,0
"637","Ales",1,1,0,0,0,0
"638","Alesia",2,0.5,0,0,0.5,0
"639","Alesio",1,1,0,0,0,0
"640","Alessandra",3,0,0.333333333333333,0.333333333333333,0,0.333333333333333
"641","Alessandro",24,0.125,0.291666666666667,0.333333333333333,0.166666666666667,0.0833333333333333
"642","Alessi",1,0,0,1,0,0
"643","Alessia",34,0.0882352941176471,0.0294117647058824,0.294117647058824,0.352941176470588,0.235294117647059
"644","Alessia-Chiara",1,0,0,1,0,0
"645","Alessio",62,0.17741935483871,0.290322580645161,0.338709677419355,0.17741935483871,0.0161290322580645
"646","Alessya",2,0,0.5,0,0.5,0
"647","Alev",1,0,0,0,1,0
"648","Alex",139,0.165467625899281,0.258992805755396,0.352517985611511,0.143884892086331,0.079136690647482
"649","Alex-Christian",1,1,0,0,0,0
"650","Alexa",5,0.2,0,0.4,0.4,0
"651","Alexan",1,0,0,1,0,0
"652","Alexander",7,0,0.142857142857143,0.714285714285714,0.142857142857143,0
"653","Alexandra",74,0.0810810810810811,0.216216216216216,0.243243243243243,0.27027027027027,0.189189189189189
"654","Alexandre",622,0.139871382636656,0.176848874598071,0.302250803858521,0.231511254019293,0.14951768488746
"655","Alexandre-Bao",1,0,0,0,1,0
"656","Alexandrina",1,0,1,0,0,0
"657","Alexandrine",5,0,0.2,0,0.2,0.6
"658","Alexandro",3,0.666666666666667,0,0.333333333333333,0,0
"659","Alexandros",2,0,0.5,0.5,0,0
"660","Alexandru",6,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667
"661","Alexane",36,0.111111111111111,0.305555555555556,0.166666666666667,0.333333333333333,0.0833333333333333
"662","Alexanne",5,0.4,0,0,0,0.6
"663","Alexe",2,0.5,0,0.5,0,0
"664","Alexea",1,0,0,1,0,0
"665","Alexei",1,0,0,1,0,0
"666","Alexey",1,0,0,0,1,0
"667","Alexeï",3,0.333333333333333,0,0,0,0.666666666666667
"668","Alexi",23,0.304347826086957,0.217391304347826,0.260869565217391,0.130434782608696,0.0869565217391304
"669","Alexia",104,0.163461538461538,0.153846153846154,0.278846153846154,0.269230769230769,0.134615384615385
"670","Alexia-Jade",1,0,0,0,0,1
"671","Alexia-Maria",1,0,1,0,0,0
"672","Alexian",9,0.222222222222222,0.111111111111111,0.222222222222222,0.333333333333333,0.111111111111111
"673","Alexiane",8,0.25,0.125,0.125,0.25,0.25
"674","Alexianne",1,0,0,1,0,0
"675","Alexie",6,0,0,0.333333333333333,0.166666666666667,0.5
"676","Alexina",3,0.333333333333333,0,0,0.333333333333333,0.333333333333333
"677","Alexine",4,0,0,0.25,0.75,0
"678","Alexio",2,0,0,1,0,0
"679","Alexis",642,0.168224299065421,0.224299065420561,0.28816199376947,0.214953271028037,0.104361370716511
"680","Alexy",40,0.25,0.275,0.35,0.05,0.075
"681","Alexy-Miguel",1,0,1,0,0,0
"682","Alexyan",1,1,0,0,0,0
"683","Alexyne",1,0,0,1,0,0
"684","Alexys",1,1,0,0,0,0
"685","Aleycia",2,0,0,0,1,0
"686","Aleyna",25,0.28,0.12,0.32,0.24,0.04
"687","Aleyna-Nur",1,1,0,0,0,0
"688","Alezia",1,1,0,0,0,0
"689","Alezio",1,0,1,0,0,0
"690","Aleïna",2,0,0,0,1,0
"691","Alfons",1,0,0,1,0,0
"692","Alfred",3,0,0.333333333333333,0,0.666666666666667,0
"693","Alfrédo",2,0.5,0,0.5,0,0
"694","Algan",1,1,0,0,0,0
"695","Algeo",1,1,0,0,0,0
"696","Alhadji",1,0,1,0,0,0
"697","Alhan",1,0,0,1,0,0
"698","Alhassan",1,1,0,0,0,0
"699","Alhassane",2,0.5,0,0,0.5,0
"700","Alhousseyni",1,1,0,0,0,0
"701","Alhya",2,0,0,1,0,0
"702","Alhéna",1,0,0,0,0,1
"703","Ali",104,0.221153846153846,0.317307692307692,0.269230769230769,0.125,0.0673076923076923
"704","Ali-Ahmed",1,0,0,0,1,0
"705","Ali-Bedran",1,0,0,1,0,0
"706","Ali-Bey",1,0,0,0,1,0
"707","Ali-Imran",1,1,0,0,0,0
"708","Ali-Osman",1,1,0,0,0,0
"709","Ali-Shair",1,1,0,0,0,0
"710","Alia",25,0.08,0.28,0.32,0.12,0.2
"711","Alia-Lisa",1,0,0,1,0,0
"712","Aliagas",1,0,1,0,0,0
"713","Aliah",1,0,0,0,0,1
"714","Aliakbar",2,0,1,0,0,0
"715","Alian",1,0,0,0,0,1
"716","Aliana",1,0,1,0,0,0
"717","Aliandro",1,0,0,0,0,1
"718","Alias",1,0,0,0,0,1
"719","Alias-El-Fayze",1,1,0,0,0,0
"720","Alice",666,0.0840840840840841,0.115615615615616,0.27027027027027,0.244744744744745,0.285285285285285
"721","Alice-Françoise-Michè",1,0,0,0,0,1
"722","Alicea",1,0,0,1,0,0
"723","Alicia",410,0.148780487804878,0.239024390243902,0.285365853658537,0.204878048780488,0.121951219512195
"724","Aliciane",2,0.5,0,0.5,0,0
"725","Alicio",1,0,0,1,0,0
"726","Alicja",2,0,0.5,0.5,0,0
"727","Alicya",6,0.166666666666667,0.5,0.166666666666667,0,0.166666666666667
"728","Alienor",6,0,0,0.333333333333333,0.166666666666667,0.5
"729","Aliette",2,0,0,0.5,0,0.5
"730","Alihan",4,0.5,0.5,0,0,0
"731","Aliihsan",1,0,0,0,1,0
"732","Alija",1,1,0,0,0,0
"733","Alikan",2,0,0,0,0,1
"734","Alikaya",2,0,0,1,0,0
"735","Aliki",2,0.5,0.5,0,0,0
"736","Alim",1,1,0,0,0,0
"737","Alima",2,0.5,0,0.5,0,0
"738","Alimafall",1,0,0,1,0,0
"739","Aliman",1,1,0,0,0,0
"740","Alimata",1,0,0,0,0,1
"741","Alimou",1,0,0,1,0,0
"742","Alimé",1,0,1,0,0,0
"743","Alina",15,0.133333333333333,0.133333333333333,0.466666666666667,0.133333333333333,0.133333333333333
"744","Alinarivo",1,0,0,0,1,0
"745","Aline",52,0.134615384615385,0.0961538461538462,0.211538461538462,0.307692307692308,0.25
"746","Aline-Nasma",1,0,1,0,0,0
"747","Alinoé",1,0,0,0,1,0
"748","Alinoë",1,1,0,0,0,0
"749","Alinéa",1,0,0,1,0,0
"750","Alio",1,0,0,0,1,0
"751","Aliocha",2,0,0,0,0.5,0.5
"752","Aliona",2,0,0.5,0,0.5,0
"753","Aliou",3,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"754","Aliouka",1,0,0,0,1,0
"755","Alioune",3,0,0.333333333333333,0.666666666666667,0,0
"756","Alis",2,0,0.5,0.5,0,0
"757","Alisa",7,0.285714285714286,0,0,0.285714285714286,0.428571428571429
"758","Aliscia",1,1,0,0,0,0
"759","Alise",4,0.25,0.25,0,0,0.5
"760","Alisea",1,0,0,1,0,0
"761","Alisha",2,0.5,0,0,0.5,0
"762","Alisher",1,0,1,0,0,0
"763","Alisia",1,1,0,0,0,0
"764","Alisja",2,0,0,0,0,1
"765","Alison",29,0.137931034482759,0.344827586206897,0.310344827586207,0.172413793103448,0.0344827586206897
"766","Alissa",22,0.0454545454545455,0.318181818181818,0.272727272727273,0.181818181818182,0.181818181818182
"767","Alissa-Joury",2,0,0,0,1,0
"768","Alissia",3,0,0.666666666666667,0.333333333333333,0,0
"769","Alissia-Maria",1,0,1,0,0,0
"770","Alisson",4,0,0.5,0.25,0.25,0
"771","Alissone",3,0,0.333333333333333,0,0.666666666666667,0
"772","Alistair",7,0,0.142857142857143,0,0.285714285714286,0.571428571428571
"773","Alister",2,0,0.5,0,0,0.5
"774","Aliséa",1,1,0,0,0,0
"775","Alisée",1,1,0,0,0,0
"776","Alix",239,0.0585774058577406,0.133891213389121,0.213389121338912,0.326359832635983,0.267782426778243
"777","Alixan",1,0,1,0,0,0
"778","Alixandre",1,0,0,1,0,0
"779","Alixe",22,0.0909090909090909,0.136363636363636,0.272727272727273,0.363636363636364,0.136363636363636
"780","Alixia",1,0,0,0,1,0
"781","Aliya",47,0.106382978723404,0.404255319148936,0.25531914893617,0.148936170212766,0.0851063829787234
"782","Aliyah",30,0.0333333333333333,0.2,0.566666666666667,0.166666666666667,0.0333333333333333
"783","Aliyat",1,0,1,0,0,0
"784","Aliz",1,0,0,0,1,0
"785","Aliza",1,0,0,0,1,0
"786","Alizarine",1,0,0,1,0,0
"787","Alize",1,0,0,1,0,0
"788","Alizea",1,0,0,0,0,1
"789","Alizee",16,0.1875,0.0625,0.4375,0.125,0.1875
"790","Alizia",1,1,0,0,0,0
"791","Alizino",1,0,0,1,0,0
"792","Alizé",22,0.0909090909090909,0.318181818181818,0.272727272727273,0.181818181818182,0.136363636363636
"793","Alizéa",6,0.166666666666667,0,0.5,0.333333333333333,0
"794","Alizée",87,0.103448275862069,0.298850574712644,0.183908045977011,0.264367816091954,0.149425287356322
"795","Aliçia",1,1,0,0,0,0
"796","Aliénor",31,0,0.0967741935483871,0.129032258064516,0.354838709677419,0.419354838709677
"797","Aliénore",1,1,0,0,0,0
"798","Aljalvin",1,0,0,0,1,0
"799","Alkanadian",1,1,0,0,0,0
"800","Alkeo",1,1,0,0,0,0
"801","Alkermann",1,0,1,0,0,0
"802","Alkhansa",1,1,0,0,0,0
"803","Alkyoni",1,0,0,1,0,0
"804","Alla",5,0.2,0,0.4,0,0.4
"805","Allah",2,0,0,0.5,0,0.5
"806","Allain",1,0,0,0,1,0
"807","Allaire",1,0,1,0,0,0
"808","Allais",1,1,0,0,0,0
"809","Allamassey",1,0,0,0,1,0
"810","Allamelou",1,1,0,0,0,0
"811","Allan",43,0.325581395348837,0.27906976744186,0.232558139534884,0.162790697674419,0
"812","Allan-Jahdon",1,0,1,0,0,0
"813","Allande",3,0.333333333333333,0,0.666666666666667,0,0
"814","Allane",1,0,0,1,0,0
"815","Allano",1,0,1,0,0,0
"816","Allaoui",1,1,0,0,0,0
"817","Allard",1,0,0,0,1,0
"818","Allart",1,1,0,0,0,0
"819","Allegra",1,0,0,0,1,0
"820","Allegresse",1,1,0,0,0,0
"821","Allem",1,0,1,0,0,0
"822","Allemand",1,0,1,0,0,0
"823","Allexi",1,0,0,1,0,0
"824","Alleyna",2,1,0,0,0,0
"825","Alleïa",1,0,0,0,1,0
"826","Alliah",1,0,0,1,0,0
"827","Allid",2,0,1,0,0,0
"828","Allie",1,0,0,0,0,1
"829","Allier",2,0.5,0,0,0,0.5
"830","Allison",4,0,0.5,0.25,0.25,0
"831","Allissia",1,0,1,0,0,0
"832","Allisson",1,0,1,0,0,0
"833","Alliyah",1,0,0,1,0,0
"834","Allonzo",1,1,0,0,0,0
"835","Allouet",1,0,0,0,1,0
"836","Ally",1,0,0,0,0,1
"837","Allya",8,0.375,0.125,0.5,0,0
"838","Allyah",2,0,0,0,0.5,0.5
"839","Allycia",1,0,0,1,0,0
"840","Allycia-Ophélie",1,0,0,1,0,0
"841","Allyson",4,0,0.25,0.5,0.25,0
"842","Allyssa",2,0,0.5,0.5,0,0
"843","Allyssia",2,0,1,0,0,0
"844","Alma",16,0.0625,0.0625,0.25,0.375,0.25
"845","Alman",1,0,1,0,0,0
"846","Almance",1,0,0,0,1,0
"847","Almario",1,0,1,0,0,0
"848","Almas",1,0,1,0,0,0
"849","Almedin",1,1,0,0,0,0
"850","Almeida",7,0.428571428571429,0.285714285714286,0,0.285714285714286,0
"851","Almenara",1,0,1,0,0,0
"852","Almendro",1,0,1,0,0,0
"853","Almila",2,0,1,0,0,0
"854","Almir",2,0,0,0.5,0.5,0
"855","Almonzo",1,0,0,1,0,0
"856","Almoubareck",1,0,0,1,0,0
"857","Alnwaem",2,0,1,0,0,0
"858","Alobid",2,1,0,0,0,0
"859","Aloijs-Jimmy",1,0,0,0,1,0
"860","Alois",7,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286
"861","Aloise",2,0,0,0.5,0.5,0
"862","Alona",2,0,0,1,0,0
"863","Alonn",1,0,0,0,1,0
"864","Alonso",6,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0
"865","Alonzo",5,0.6,0.2,0.2,0,0
"866","Alora",1,1,0,0,0,0
"867","Alouan",1,0,0,0,1,0
"868","Alouena",1,1,0,0,0,0
"869","Aloui",1,1,0,0,0,0
"870","Aloukouma",1,1,0,0,0,0
"871","Alouna",1,0,1,0,0,0
"872","Aloundzo",1,1,0,0,0,0
"873","Aloune",1,0,0,0,1,0
"874","Aloycia",1,0,0,1,0,0
"875","Aloys",15,0,0,0.4,0.333333333333333,0.266666666666667
"876","Aloyse",4,0,0,0,0.75,0.25
"877","Aloé",2,0,0,0.5,0,0.5
"878","Aloïs",91,0.0879120879120879,0.153846153846154,0.285714285714286,0.351648351648352,0.120879120879121
"879","Aloïse",9,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.444444444444444
"880","Aloÿse",1,0,0,1,0,0
"881","Alper",1,1,0,0,0,0
"882","Alperen",6,0.166666666666667,0,0.833333333333333,0,0
"883","Alpha",5,0,0.4,0,0.4,0.2
"884","Alpha-Amadou",1,0,0,1,0,0
"885","Alpha-Madiou",1,0,1,0,0,0
"886","Alpha-Naël",1,1,0,0,0,0
"887","Alphadio",1,0,1,0,0,0
"888","Alphady",1,0,0,1,0,0
"889","Alphonse",5,0,0.2,0,0.4,0.4
"890","Alphée",1,0,0,1,0,0
"891","Alquie",1,0,0,0,1,0
"892","Alramish",2,1,0,0,0,0
"893","Alric",1,0,1,0,0,0
"894","Alrick",1,0,1,0,0,0
"895","Alrik",1,0,0,0,1,0
"896","Alseny",1,1,0,0,0,0
"897","Alsu",1,1,0,0,0,0
"898","Altan",3,0.333333333333333,0.666666666666667,0,0,0
"899","Altandul",1,1,0,0,0,0
"900","Althéa",2,0,0.5,0,0.5,0
"901","Altin",1,0,1,0,0,0
"902","Altiéri",1,0,0,1,0,0
"903","Altresa",1,0,0,1,0,0
"904","Altuna",1,0,0,0,0,1
"905","Altynay",1,0,0,0,0,1
"906","Alvane",1,1,0,0,0,0
"907","Alvarado",1,0,0,0,1,0
"908","Alvard",1,0,1,0,0,0
"909","Alvares",1,0,0,0,0,1
"910","Alvarez",8,0.125,0.375,0,0.25,0.25
"911","Alvaro",1,0,0,1,0,0
"912","Alves",25,0.24,0.4,0.08,0.2,0.08
"913","Alvin",9,0,0.555555555555556,0.222222222222222,0.111111111111111,0.111111111111111
"914","Alvina",1,0,1,0,0,0
"915","Alvise",1,0,0,0,1,0
"916","Alviss",1,1,0,0,0,0
"917","Alvyn",1,0,0,0,0,1
"918","Alvès",1,1,0,0,0,0
"919","Alweena",1,0,1,0,0,0
"920","Alwen",2,0,0.5,0,0.5,0
"921","Alwena",35,0.0571428571428571,0.228571428571429,0.342857142857143,0.285714285714286,0.0857142857142857
"922","Alwenna",6,0,0.166666666666667,0.5,0.333333333333333,0
"923","Alwéna",1,1,0,0,0,0
"924","Aly",4,0.5,0,0.25,0.25,0
"925","Alya",48,0.208333333333333,0.229166666666667,0.291666666666667,0.166666666666667,0.104166666666667
"926","Alyah",3,0.666666666666667,0,0.333333333333333,0,0
"927","Alyan",2,0,0,1,0,0
"928","Alyana",3,0.666666666666667,0,0.333333333333333,0,0
"929","Alyanna",1,1,0,0,0,0
"930","Alyce",1,0,1,0,0,0
"931","Alycia",76,0.184210526315789,0.236842105263158,0.381578947368421,0.157894736842105,0.0394736842105263
"932","Alycia-Rose",1,0,0,1,0,0
"933","Alyha",1,0,0,1,0,0
"934","Alyia",1,1,0,0,0,0
"935","Alyiah",1,0,0,0,0,1
"936","Alyna",1,0,1,0,0,0
"937","Alys",3,0,0.333333333333333,0,0,0.666666666666667
"938","Alyse",1,0,0,0,1,0
"939","Alysha",1,0,0,1,0,0
"940","Alyson",19,0,0.368421052631579,0.210526315789474,0.315789473684211,0.105263157894737
"941","Alysone",3,0,0.666666666666667,0,0,0.333333333333333
"942","Alysonne",1,0,0,1,0,0
"943","Alyssa",144,0.145833333333333,0.277777777777778,0.298611111111111,0.215277777777778,0.0625
"944","Alyssandre",1,0,0,1,0,0
"945","Alyssann",1,0,0,1,0,0
"946","Alysse",1,0,0,1,0,0
"947","Alyssia",47,0.148936170212766,0.25531914893617,0.361702127659574,0.106382978723404,0.127659574468085
"948","Alysson",10,0.2,0.3,0.2,0.1,0.2
"949","Alyssone",1,1,0,0,0,0
"950","Alystair",2,0.5,0,0.5,0,0
"951","Alysée",3,0.333333333333333,0,0.333333333333333,0.333333333333333,0
"952","Alytia",1,1,0,0,0,0
"953","Alyx",2,1,0,0,0,0
"954","Alyzee",1,0,0,0,1,0
"955","Alyzé",1,1,0,0,0,0
"956","Alyzéa",1,0,0,0,0,1
"957","Alyzée",3,0,0.333333333333333,0.333333333333333,0,0.333333333333333
"958","Alzingre",1,0,1,0,0,0
"959","Alès",1,1,0,0,0,0
"960","Aléa",1,0,0,0,1,0
"961","Aléane",1,0,0,0,1,0
"962","Alécia",4,0.25,0.25,0,0,0.5
"963","Aléféo",1,0,0,1,0,0
"964","Aléla",1,0,1,0,0,0
"965","Alén",1,0,1,0,0,0
"966","Aléna",3,0,0,0.333333333333333,0.666666666666667,0
"967","Alésia",2,0,0,1,0,0
"968","Aléssia",2,0,1,0,0,0
"969","Aléxia",2,1,0,0,0,0
"970","Alézia",1,1,0,0,0,0
"971","Alïa",1,0,0,0,1,0
"972","Amable",1,0,1,0,0,0
"973","Amachalla",1,0,0,0,1,0
"974","Amad",1,1,0,0,0,0
"975","Amada",2,0,1,0,0,0
"976","Amadeea-Celeste",1,0,0,0,1,0
"977","Amadeus",1,0,0,1,0,0
"978","Amadi",1,1,0,0,0,0
"979","Amadini",1,0,1,0,0,0
"980","Amadis",1,0,0,0,0,1
"981","Amado",2,0.5,0,0,0.5,0
"982","Amadoru",1,1,0,0,0,0
"983","Amadou",9,0.222222222222222,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111
"984","Amadou-Jordan",1,0,1,0,0,0
"985","Amadéo",1,0,0,1,0,0
"986","Amael",2,0,0,0.5,0,0.5
"987","Amaelle",3,0.333333333333333,0.333333333333333,0.333333333333333,0,0
"988","Amahel",1,0,1,0,0,0
"989","Amahia",1,0,0,1,0,0
"990","Amaia",8,0.125,0.25,0.375,0,0.25
"991","Amal",7,0,0.571428571428571,0.285714285714286,0.142857142857143,0
"992","Amalia",20,0.2,0.1,0.25,0.2,0.25
"993","Amalie",1,0,0,0,1,0
"994","Amalvin",1,0,0,1,0,0
"995","Amalyha",2,0,0,0,0,1
"996","Amalyna",1,0,0,1,0,0
"997","Amalys",1,1,0,0,0,0
"998","Aman",1,0,0,0,1,0
"999","Amana",2,0,0.5,0.5,0,0
"1000","Amanallah",1,1,0,0,0,0
"1001","Amance",3,0.333333333333333,0,0,0.666666666666667,0
"1002","Amand",1,0,0,1,0,0
"1003","Amanda",7,0,0.142857142857143,0.285714285714286,0.428571428571429,0.142857142857143
"1004","Amandin",1,0,0,1,0,0
"1005","Amandine",229,0.117903930131004,0.174672489082969,0.279475982532751,0.270742358078603,0.157205240174672
"1006","Amane-Allah",1,1,0,0,0,0
"1007","Amani",7,0,0.571428571428571,0,0.285714285714286,0.142857142857143
"1008","Amanie",2,0.5,0.5,0,0,0
"1009","Amans",1,0,0,1,0,0
"1010","Amané",1,0,0,0,0,1
"1011","Amao",2,0,0,1,0,0
"1012","Amar",10,0.3,0.1,0.5,0.1,0
"1013","Amara",3,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"1014","Amaral",2,0,0.5,0.5,0,0
"1015","Amare",1,0,0,0,0,1
"1016","Amaria",1,0,0,1,0,0
"1017","Amarie-Paule",1,0,0,0,1,0
"1018","Amarillys",1,0,0,1,0,0
"1019","Amarilys",1,0,0,0,1,0
"1020","Amarin",1,0,1,0,0,0
"1021","Amarine",1,0,1,0,0,0
"1022","Amaro",3,0.333333333333333,0,0.333333333333333,0.333333333333333,0
"1023","Amaru",2,0,1,0,0,0
"1024","Amaryllis",1,0,0,0,0,1
"1025","Amatjalal",1,0,0,1,0,0
"1026","Amatoullah",1,0,0,1,0,0
"1027","Amauri",2,0,0.5,0.5,0,0
"1028","Amaury",232,0.0948275862068965,0.219827586206897,0.241379310344828,0.293103448275862,0.150862068965517
"1029","Amaury-Briac",1,1,0,0,0,0
"1030","Amavet",1,0,0,1,0,0
"1031","Amaya",14,0.0714285714285714,0.285714285714286,0.357142857142857,0.214285714285714,0.0714285714285714
"1032","Amayas",1,0,0,1,0,0
"1033","Amayesse",1,0,1,0,0,0
"1034","Amayha",1,1,0,0,0,0
"1035","Amayyas",1,0,0,1,0,0
"1036","Amazigh",1,0,0,1,0,0
"1037","Amazighe",1,0,0,1,0,0
"1038","Amazrhar",1,0,1,0,0,0
"1039","Amazélie",1,0,0,0,0,1
"1040","Amaé",2,0,0,0,0,1
"1041","Amaël",35,0.171428571428571,0.228571428571429,0.171428571428571,0.314285714285714,0.114285714285714
"1042","Amaëlle",6,0.333333333333333,0,0.166666666666667,0.333333333333333,0.166666666666667
"1043","Amaïa",3,0,0.333333333333333,0.333333333333333,0,0.333333333333333
"1044","Ambdoul-Malick",1,0,1,0,0,0
"1045","Ambra",3,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"1046","Ambre",604,0.145695364238411,0.220198675496689,0.281456953642384,0.230132450331126,0.122516556291391
"1047","Ambre-Alize",1,0,0,1,0,0
"1048","Ambre-Embarka",1,0,0,1,0,0
"1049","Ambrella",1,1,0,0,0,0
"1050","Ambrelven",1,0,0,0,1,0
"1051","Ambres",1,0,1,0,0,0
"1052","Ambrine",23,0.0434782608695652,0.217391304347826,0.304347826086957,0.391304347826087,0.0434782608695652
"1053","Ambroggiani",1,1,0,0,0,0
"1054","Ambroise",31,0.161290322580645,0.0645161290322581,0.225806451612903,0.225806451612903,0.32258064516129
"1055","Ambroisine",2,0,0.5,0.5,0,0
"1056","Ambrosia",1,0,1,0,0,0
"1057","Ambéline",1,0,0,0,1,0
"1058","Ameen",1,0,1,0,0,0
"1059","Amefi",1,1,0,0,0,0
"1060","Ameil",1,0,1,0,0,0
"1061","Amel",49,0.204081632653061,0.244897959183673,0.244897959183673,0.204081632653061,0.102040816326531
"1062","Amela",1,1,0,0,0,0
"1063","Ameli",3,0,0.333333333333333,0.666666666666667,0,0
"1064","Amelia",15,0.266666666666667,0.266666666666667,0.2,0.266666666666667,0
"1065","Amelie",22,0.0909090909090909,0.272727272727273,0.227272727272727,0.227272727272727,0.181818181818182
"1066","Amelien",3,0,0.666666666666667,0.333333333333333,0,0
"1067","Amelina",2,0.5,0,0.5,0,0
"1068","Ameline",8,0.125,0,0.375,0,0.5
"1069","Amellal",1,0,1,0,0,0
"1070","Amelle",3,0,0,0,0.333333333333333,0.666666666666667
"1071","Amellya",1,1,0,0,0,0
"1072","Amelyne",1,0,0,0,1,0
"1073","Amelys",1,0,0,0,0,1
"1074","Amen",1,1,0,0,0,0
"1075","Amena",2,0.5,0,0,0.5,0
"1076","Amerie",2,0,1,0,0,0
"1077","Amessy",1,1,0,0,0,0
"1078","Amethys",1,0,1,0,0,0
"1079","Ameyas",1,0,0,0,1,0
"1080","Amhèle",1,0,0,1,0,0
"1081","Ami",1,0,0,0,1,0
"1082","Amiard",1,0,0,1,0,0
"1083","Amicie",3,0,0.333333333333333,0,0.333333333333333,0.333333333333333
"1084","Amie",1,0,1,0,0,0
"1085","Amiel",1,0,1,0,0,0
"1086","Amili",1,0,0,1,0,0
"1087","Amilton",1,0,0,0,1,0
"1088","Amin",14,0.357142857142857,0.142857142857143,0.142857142857143,0.357142857142857,0
"1089","Amina",55,0.145454545454545,0.2,0.181818181818182,0.418181818181818,0.0545454545454545
"1090","Amina-Cherifa",1,0,0,0,0,1
"1091","Aminat",2,0.5,0,0.5,0,0
"1092","Aminata",25,0.32,0.24,0.28,0.16,0
"1093","Aminata-Rose",1,0,0,0,1,0
"1094","Aminata-Valéria",1,0,0,1,0,0
